date,CL sentiment
2014-11-28,0.08667619027649118
2014-11-29,0.0
2014-12-01,0.09869951014283096
2014-12-02,0.23663811256765416
2014-12-03,-0.17644653035573554
2014-12-04,0.018579659586079898
2014-12-05,0.15573154334505165
2014-12-06,-0.6111427417845513
2014-12-07,-0.11763381477938833
2014-12-08,0.02632416663717497
2014-12-09,0.034900191690300356
2014-12-10,0.02168953173613512
2014-12-11,0.1731996345668647
2014-12-12,0.0281698229603225
2014-12-13,-0.007457026208304118
2014-12-15,0.18242473693252592
2014-12-16,0.016501814216689434
2014-12-17,-0.2583449475520475
2014-12-18,-0.2543452998306841
2014-12-19,-0.08628545073499934
2014-12-20,-0.13589365851123877
2014-12-21,-0.4465071112547601
2014-12-22,0.03272595546536797
2014-12-23,0.0
2014-12-24,0.010954865147188988
2014-12-25,-0.07280420708255518
2014-12-26,0.832604933215402
2014-12-27,0.1842897815929837
2014-12-28,0.23522706541110136
2014-12-29,0.05640451390714811
2014-12-30,-0.2279102042229912
2014-12-31,0.11322584620737729
2015-01-01,0.17222573006472242
2015-01-02,0.005093076808382391
2015-01-03,-0.07534641014464268
2015-01-04,0.23703240093350345
2015-01-05,0.2490994374245605
2015-01-06,0.21528689878691656
2015-01-07,-0.07157935695153356
2015-01-08,0.12066421648468335
2015-01-09,-0.03430862660103798
2015-01-10,0.03389359890790061
2015-01-11,0.18730888864534112
2015-01-12,-0.6214835274298975
2015-01-13,0.14602789565362523
2015-01-14,-0.02200771430168839
2015-01-15,-0.07474515122493681
2015-01-16,-0.07949191026831981
2015-01-17,0.0
2015-01-18,-0.16553453381254207
2015-01-19,0.05990726052954396
2015-01-20,0.11410774855042241
2015-01-21,0.24398260738666525
2015-01-22,0.11609295411695471
2015-01-23,0.3163533702323245
2015-01-24,0.08670647557629467
2015-01-25,0.29089511839540994
2015-01-26,0.07088024077391814
2015-01-27,-0.06907261754510054
2015-01-28,-0.10339435763401097
2015-01-29,-0.08759631610549866
2015-01-30,-0.017896937034490905
2015-01-31,0.028092188216251646
2015-02-01,0.3834795064340304
2015-02-02,0.17073452518986953
2015-02-03,-0.07187887523387737
2015-02-04,-0.05526886724027899
2015-02-05,0.021165864473466738
2015-02-06,0.2668597758181107
2015-02-07,-0.25613744163223745
2015-02-09,0.19184978981041748
2015-02-10,-0.07080937640351435
2015-02-11,-0.03120205152440335
2015-02-12,0.2265442310098729
2015-02-13,0.021888463422715915
2015-02-14,0.6339774814579692
2015-02-15,0.3114147022795975
2015-02-16,-0.007541359214365451
2015-02-17,0.3147142608149238
2015-02-18,0.16684729218245256
2015-02-19,0.24174773092356955
2015-02-20,-0.06692820689352362
2015-02-21,-0.2819234798601021
2015-02-22,-0.27330248051793643
2015-02-23,-0.1747266488785065
2015-02-24,0.0041682803340299035
2015-02-25,0.03939878315844717
2015-02-26,-0.008388098480632631
2015-02-27,0.3738425797554614
2015-02-28,0.12638232054237683
2015-03-01,0.10430960031707882
2015-03-02,0.23133125674149074
2015-03-03,0.1096666559811023
2015-03-04,-0.04924750216795216
2015-03-05,-0.02434307875162905
2015-03-06,-0.20815102737740515
2015-03-07,0.013424317469777998
2015-03-08,-0.02973297923516017
2015-03-09,0.06429492758644252
2015-03-10,0.06692219890879768
2015-03-11,0.25063878671538947
2015-03-12,0.15569324885272695
2015-03-13,-0.03512232470007426
2015-03-14,0.3166112331490108
2015-03-15,-0.035764565717464385
2015-03-16,0.366234018788969
2015-03-17,0.11061710117507506
2015-03-18,-0.03359105008098964
2015-03-19,-0.1552906184392104
2015-03-20,-0.062389046237345626
2015-03-21,0.12126378089810852
2015-03-22,0.15006198609809776
2015-03-23,0.02602962251330308
2015-03-24,-0.20587840499206933
2015-03-25,0.23432120634128348
2015-03-26,-0.06579086510677631
2015-03-27,0.16796217580368836
2015-03-28,0.10627581599916541
2015-03-29,-0.08689732799328591
2015-03-30,-0.2443407340265198
2015-03-31,-0.24699644681580107
2015-04-01,-0.09000133502987238
2015-04-02,0.18321483797705895
2015-04-03,0.16064077856062794
2015-04-04,0.6482937080782802
2015-04-05,0.15849437036449232
2015-04-06,0.10898039348945665
2015-04-07,0.10861925698507043
2015-04-08,-0.16084654698536113
2015-04-09,0.0014737644572082845
2015-04-10,0.10596904475437423
2015-04-11,0.10738879965477215
2015-04-12,-0.33045928456094825
2015-04-13,-0.2808147559651153
2015-04-14,0.03679274462087164
2015-04-15,-0.04785551895592194
2015-04-16,0.3283287505778784
2015-04-17,0.2563492278375882
2015-04-18,-0.6068474675772635
2015-04-19,-0.09530072757309295
2015-04-20,-0.005223769984830967
2015-04-21,0.06267022652921105
2015-04-22,-0.10985358005958085
2015-04-23,0.12088353696548133
2015-04-24,-0.12816750255419204
2015-04-26,-0.05742068682509951
2015-04-27,0.242411002899115
2015-04-28,-0.1505976518964296
2015-04-29,0.08005515595407361
2015-04-30,0.157130449823366
2015-05-01,0.17225755264534873
2015-05-02,0.0
2015-05-03,0.1274055851337564
2015-05-04,0.08137514476227152
2015-05-05,0.13613353481872176
2015-05-06,0.003981713289326732
2015-05-07,0.06482886529949965
2015-05-08,0.3548475695796722
2015-05-09,0.0
2015-05-10,-0.23998935109900257
2015-05-11,0.05216540865405379
2015-05-12,0.10564105466184147
2015-05-13,0.22415385321314166
2015-05-14,0.15813228463453352
2015-05-15,0.11585070402405973
2015-05-16,0.09069669890662327
2015-05-17,0.007708045298254251
2015-05-18,-0.030739929103975827
2015-05-19,-0.010554968865292905
2015-05-20,0.5272547541539452
2015-05-21,0.014673953688972346
2015-05-22,-0.05949161547198639
2015-05-23,-0.10620050858969457
2015-05-24,0.32278927010773456
2015-05-25,-0.036545175914860624
2015-05-26,-0.07857749639640521
2015-05-27,-0.08301618522326235
2015-05-28,0.29959990127554387
2015-05-29,-0.05618345935661052
2015-05-30,-0.11794869358274178
2015-05-31,0.1854330743687321
2015-06-01,0.12544832503492273
2015-06-02,-0.2757245767217456
2015-06-03,-0.16228795437059618
2015-06-04,-0.15086601356403198
2015-06-05,0.19621134344412622
2015-06-06,0.0316843625095784
